id,profile_pic_url,full_name,occupation,headline,summary,1st Recent Experience in Years,Experience,Category 1,Category 2,Category 3
speaker_183,https://media-exp1.licdn.com/dms/image/C4E03AQFfqy48hVLcww/profile-displayphoto-shrink_200_200/0/1638818528775?e=1652918400&v=beta&t=QThBdkQ-DD1WKTAsHwmOsmCtUVU4KfLIYqcp-PNijZc,Ahmed Aboulenein,Reporter at Reuters,Health Reporter at Reuters,"I am a native Arabic speaker with eight years of journalism experience reporting from Iraq, Egypt, the United Kingdom, and the United States. I've been with Reuters since 2014 and I'm currently based in Washington D.C. covering health.

I am looking to build a career as an investigative reporter and foreign correspondent. I am comfortable doing both breaking news -- meeting wire journalism's rigorous speed standards daily -- as well as longer in-depth features, analyses, and investigations.

I am skilled in Arabic-to-English and English-to-Arabic translation; computer-assisted reporting, and data journalism. I also have rigorous investigative journalism training from Columbia Journalism School.",2.2164383561643834,Reporter,Media & News,,
speaker_184,https://media-exp1.licdn.com/dms/image/C5603AQEXhuhaO_vqjA/profile-displayphoto-shrink_200_200/0/1645041391459?e=1652918400&v=beta&t=AdePv9uwNK6QxWjRtv7bRsqC5un1di5O6fAEn8tyD-s,Aanchal Tangri,Digital Media Specialist at Truckee Meadows Community College,Digital Media Specialist,"I am a recent graduate of Truckee meadows Community College in Reno, Nevada. My majors being Communications contrived my exposure with various platforms of speech delivery, public speaking, digital marketing and social media marketing.
Previously I hold a Bachelors in Journalism and Mass Communication from Chandigarh, India. With Specialization in the field of print I got an opportunity to intern with a local newspaper and also learned to create an opening script for the morning show at 92.7 Big Fm. With hand-on interview experiences and vox-pop channels, I have dealt with people from various spheres of life. 
My experience in print and content creation has been vast with all sorts of web writings and digital marketing strategies.
As a writer, I developed my style but also learned how to adapt to any publication specific language. I am open to positions that deal with content creation, copywriting, editing, proofreading, and publishing.
Recently started ushering my services to Bank of America as a Communications Specialist. So far - Super Good! Learning to incorporate my educational skills of content and documentation in the banking sector.
Involvement and engrossment keep me happy and brings out the upscale productivity in me. More the work, merrier for me. Learning to understand and build workplace professional relationships. One thing that I always appreciate is scrutiny and modifications. Always love feedback from my mentors and ever ready to accept changes. Growth, learning and development mean a lot more than monetary raises!",1.7123287671232876,Digital Media Specialist,Media & News,,
speaker_185,https://media-exp1.licdn.com/dms/image/C4E03AQE8Tzq5ru6d1Q/profile-displayphoto-shrink_200_200/0/1516977998982?e=1652918400&v=beta&t=VVSBUU6nlDmWjAtXbFVi4UuZGEUKtGVDacXbP1bVmvE,Alexander VanHeisch,Freelance Editor & Filmmaker at Freelance,Freelance Film Editor & Director,,6.8,Freelance Editor & Filmmaker,Media & News,,
speaker_186,https://media-exp1.licdn.com/dms/image/C5603AQF8A1BEFuEP6Q/profile-displayphoto-shrink_200_200/0/1603175857561?e=1652918400&v=beta&t=UPK3ltUNkPfAK3BrJPgJp9yIpRPVKxmfN0REoa1AM7M,A. Bizares,Video Editor at KHTS Radio - AM 1220,Sound/Video Editor,"Hi, my name is A. and I am currently a junior at Cal State Dominguez Hills majoring in Audio Engineering. I really like sound editing and music and I would love to gain more knowledge about how those aspects are incorporated in animation and live-action films! 

I can edit sound on Pro Tools, but I can work fairly with Adobe Audition as well. My main skills are recording, editing, and mixing.

Overall, I am passionate, driven, and eager to learn about post-production.",0.5013698630136987,Video Editor,Media & News,,
speaker_187,https://media-exp1.licdn.com/dms/image/C4D03AQEUbf1I0ftrLA/profile-displayphoto-shrink_200_200/0/1537301954338?e=2147483647&v=beta&t=_Mz8AAbe6UJUeebMrB4BZOsEX6OuI1zv-GwiOMAJGS0,Alexa Patti,Media Production Intern at Johnson Sterling,"Content Creator, Video Editor and Producer","Experienced with a demonstrated history of producing, shooting and editing in the sports media production industry. Skilled in shooting video, writing, Avid Media Composer, and overall video post-production. Auburn University, Bachelor of Arts in Journalism.",1.747945205479452,Media Production Intern,Media & News,,
speaker_188,https://media-exp1.licdn.com/dms/image/C5603AQH8fwP24XUGRQ/profile-displayphoto-shrink_200_200/0/1529616726692?e=1652918400&v=beta&t=bch9grRn0IUAiE39FmLJi_8D-P-HaakBhth1VWk8JAA,Aaliayah Njeri Lowe,Operations Assistant/ Social Media Manager at Sure Fit Caps,"With experience as an admin assistant, I can hit the ground running to support the account team with any task at hand.",Self-motivated and hard-working individual that is fully committed to providing the highest possible standards of service and office support. Skilled at quickly learning new procedures and taking the initiative on various projects.,5.052054794520548,Operations Assistant/ Social Media Manager,Media & News,,
speaker_189,https://media-exp1.licdn.com/dms/image/C4E03AQHSEjpyqUBDEw/profile-displayphoto-shrink_200_200/0/1562834952666?e=1652918400&v=beta&t=xERvPdv52cAlIkMkIGQQMxQWUeymXeejrXp_RABFSC4,Alissa Anne 🐝 Pagano,Social Media and Community Manager at nonfik,writing ↬ marketing ↬ building nonfik,"Alissa is a writer, editor, and storyteller working in marketing, communications, and community engagement. She is 100% English major and 6% about to sell you on the 2nd & 3rd person bio.

1. A bio is mostly for strangers (hi) and if Alissa isn't looking at your name, she's already forgotten it. But she'd like to remember you! 

2. Reluctant to talk yourself up? Maybe. (On this platform, maybe not.) Reluctant to sing the praises of someone else? Never.

3. Mere exposure influences preference. 
Yes, Alissa has read science on the internet. 

4. Familiarity breeds contempt -- wait, no.

5. If you read all five of these things, you're at least 6% convinced and 100% dialed into this wavelength. 
Send me a message!",2.5506849315068494,Social Media and Community Manager,Media & News,,
speaker_190,https://media-exp1.licdn.com/dms/image/C4E03AQHNCBW6aoRRMg/profile-displayphoto-shrink_200_200/0/1644609239036?e=1652918400&v=beta&t=P2kfjN3x83kEO9wZDWg_U5TnVGVTCIX7oI7dMuGQFAU,Andrew Morais,Media Apprentice at xSoTec,IT and Media Professional with an Affinity for Design,Trained IT technician with experience in graphic design and video production.,2.1671232876712327,Media Apprentice,Media & News,,
speaker_191,https://media-exp1.licdn.com/dms/image/C5603AQGGY09fI5BySw/profile-displayphoto-shrink_200_200/0/1565375072037?e=1652918400&v=beta&t=CCWFb18jFzs3vVXpc5WobuB1ESLbZ25ykm6VFlrIrog,Aarif Deen,Credentialed Avalanche Reporter at Mile High Sports,"NHL Reporter, PHWA member, Fitness Management","Sports journalist, covers the Colorado Avalanche of the NHL for Mile High Sports. Host of Hockey Mountain High: Your go-to Avalanche podcast. Professional Hockey Writers' Association member. Fitness manager at Row House.",4.471232876712329,Credentialed Avalanche Reporter,Media & News,,
speaker_192,https://media-exp1.licdn.com/dms/image/C5603AQHXxr2j1Mve5A/profile-displayphoto-shrink_200_200/0/1614785254187?e=1652918400&v=beta&t=TypGhMbaSdk0xSs0vNehNfalv1pJU_g2ZDzTwPjMU1s,Andrea Abrahamson,Media Manager at American Quilt Retailer,Media Manager,"Experienced digital sales consultant and ad manager with extensive expertise in account development, ad and email implementation and management from startups to top performing publishing companies.  Naturally skilled in identifying opportunities and building strong relationships with clients and internal departments.  Keen ability to use innovative perspective to drive new business, build on existing relationships and achieve goals.

Key competencies include:
•	Expertise in implementing high-impact campaigns with significant results in increased revenue and product development in support of business goals and objectives.  
•	Computer literate in multiple operating systems and software applications including:
o	Microsoft Office (Word, Excel, PowerPoint)
o	Ad management and publishing solutions (DFP, OpenX)
o	Email platforms (Yesmail, ExactTarget, eWayDirect)
o	HTML knowledge (Dreamweaver)
o	Imagery software (Photoshop)
•	Excellent multi-tasking and strategic thinking abilities.  Adept at communicating with management, vendors, advertisers and internal departments to coordinate and achieve company objectives.  Proven ability to work independently and as part of a team environment.",5.052054794520548,Media Manager,Media & News,,
speaker_193,https://media-exp1.licdn.com/dms/image/C5603AQHqEAW0Yf2bhQ/profile-displayphoto-shrink_200_200/0/1617927224019?e=1652918400&v=beta&t=yzFzpzqxVr7Zr7g2CGFxZhd1db7i2PICaFA6Rtw2zTU,Anthony Alessi,Video Editor at Valley Creek Productions,Video Editor and Content Creator at Valley Creek Productions,"Results-driven, motivated, Operations Supervisor with multi-faceted management experience.  Highly skilled in the development and implementation of new procedures that maximize productivity and cut costs. Monitors and controls daily operations including hiring, training, scheduling and coaching employees to achieve excellent performance.  Key interface with high profile clients to address and resolve critical business problems while maintaining strong client relationships. Confident, decisive leader with demonstrated ability to work effectively with individuals at all levels and in all functional areas.",17.394520547945206,Video Editor,Media & News,,
speaker_194,https://media-exp1.licdn.com/dms/image/C5603AQGT2i4srY_E2A/profile-displayphoto-shrink_200_200/0/1627076989927?e=2147483647&v=beta&t=TA_ZzFbtDX1ZTU0TM8gEjN8paznebldWhg_H6Hlv-A8,Anita Tjahyadi,Media Strategist at Liquid+Arcade,Media Strategist at Liquid+Arcade,,2.964383561643836,Media Strategist,Media & News,,
speaker_195,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Anton Novikov,Media Buyer at Bideasе,Media Buyer,,4.8,Media Buyer,Media & News,,
speaker_196,https://media-exp1.licdn.com/dms/image/C5603AQGR1T7C5LPN5Q/profile-displayphoto-shrink_200_200/0/1544337640617?e=1652918400&v=beta&t=-_aFdoqmUWRl6rw4sS1-3dZz72oFlwqBAHGN0bRDkPk,Aaron Chidester,Barista and Social Media Marketer at Tribute Coffee House,"Offering unparalleled marketing services to local, independently-owned small businesses, with an emphasis on coffee shops.","I am a learner. As such, I have pursued my interests voraciously. I have studied Computers Info Systems, Creative Photography, Art/Graphic Design, Marketing, and taken up far too many hobbies. I hoping to launch my career very soon, allowing for the application of these divergent skills toward a singular purpose: providing marketing for local, independently-owned small businesses, with a particular emphasis on coffee shops.",0.8301369863013699,Barista and Social Media Marketer,Media & News,,
speaker_197,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,A. Denisse Machuca,Social Media and Events Coordinator at PATLITE (U.S.A.) Corporation,Marketing Coordinator,"Diligent and passionate professional with a Bachelor's Degree in Marketing from the University of California, Riverside. 

Experienced digital marketer with history of working in the computer software industry. 
Skilled in Salesforce Knowledge, CRM Systems, Data Migration, Event Planning, Research & Logistics, Social Media, Analytics, Data Visualization, PPC Advertisements, Lead Development, Leadership, Strategy & Execution, and Microsoft Excel.",2.712328767123288,Social Media and Events Coordinator,Media & News,,
speaker_198,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Adriel Almirol,Motion Graphics Designer & Editor at Intel Corporation (TeamPeople),"Software Developer, Interactive Designer, Generalist","• Owner of businesses that specialize in software development and 3D motion graphics (animation, post-production, and visual concept creation). 

• Client work includes companies such as PayPal, Swim.com, Hawaiian Airlines, University of Hawaii, Bosch, Elementum, Flextronics, Dyson, World Bank, Intel, Cukui, StudentAid.com, 99 Designs, MySpace, 96.9 WINK FM, 99 Ranch, Vudu, Global VR, Duarte Design, FPGirl.com, Algoriddim (djay), Visual Artform, and Resolume.

• Creative director and multimedia generalist with strong organization & planning skills, delivering projects on-time, within budget, and with high production values.

• 3D animator & motion graphics designer with over 15 years of freelance, studio, and corporate job experience.

• Audiovisual performance artist with experience in live visual display and projection for touring musicians and events.

• Official online video training educator for audio-visual software with over 1,000,000 views on YouTube.

• Award winning video artist with works accepted into film festivals such as Cinequest. 

Specialties: Web development, interactive software design, user experience, motion design, 3D & 2D animation, audiovisual performance, special effects, video post-production, graphic design, photo & still editing, audio production, media production management, marketing & communications.",0.7452054794520548,Motion Graphics Designer & Editor,Media & News,,
speaker_199,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aanal Shah Vora,"Creator, Author, and Editor at Garnish Lifestyle",Urban Designer and GIS Planner,,9.802739726027395,"Creator, Author, and Editor",Media & News,,
speaker_200,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Alan Achkar,"Regional Editor, Gannett Northern Indiana at Gannett | USA TODAY NETWORK","Executive Editor at South Bend Tribune & Regional Editor, Gannett Northern Indiana","Alan leads operations for four newsrooms in Indiana, working to transform their coverage strategies and grow their digital audiences. He brings a laser focus on digital story-telling and impact journalism that can lead to reforms in a community. He also has a strong track record of building audience-focused products. 

Honors include being a finalist for a Goldsmith Prize and a News Leaders Association Award, and twice being named the top daily news operation in Indiana.

Alan believes in the power of journalism to change communities, and works to build collaborative and driven newsrooms. He wants to deliver impactful, compelling information to audiences, no matter what device or platform they prefer. 

Specialties:  Managing a staff/teams; Building digital audience; Launching new publications and new digital sites; Planning and organization; Editing special sections and in-depth topical projects for digital and print mediums; New media; Communications; Public policy; Politics.",3.468493150684932,"Regional Editor, Gannett Northern Indiana",Media & News,,
speaker_201,https://media-exp1.licdn.com/dms/image/C4E03AQFqKtIB8xnm4g/profile-displayphoto-shrink_200_200/0/1619401427051?e=1652918400&v=beta&t=Sj3XbFneD2XDNn23XifTEeTGkcFx12rYGFGXPOY1HGM,Amanda Blanco,News Writer at Federal Reserve Bank of Boston,"News Writer, Boston Fed",,2.0493150684931507,News Writer,Media & News,,
speaker_202,https://media-exp1.licdn.com/dms/image/C4E03AQFlnq4jyWAi0g/profile-displayphoto-shrink_200_200/0/1553537134965?e=1652918400&v=beta&t=q-Pol93aJuZrEuohoDY7fTrTYfkgmmPvbwE0SG2uOzk,Arif Islam,"Sr. Paid Media Specialist at Songtradr, Inc","Digital Marketing Generalist | 10+ Years of Experience Planning, Executing and Managing SEO, Paid Media, CRO Campaigns","10+ Years of SEO/Agency/Media Buying experience. Directly worked and managed hundreds of Digital Marketing, SEO, and Media Buying projects as part of several small to medium-sized digital marketing agencies from the US, UK & Australia to deliver outstanding results.

Highly experienced in Google Ads (PPC),  High-performance Facebook Ad Campaigns, Technical and In-depth SEO Audit, Marketing Strategies and analysis, On-Page & Link Building strategies and executions, Detailed reporting, direct customer service, and digital marketing account management.

Experience overview:

- Media buying experience of managing over $1.6M (combined, multiple clients) along with direct client management, analysis & reporting.

- Digital Marketing Account management experience, client communication, problem-solving, and retention.

- Recruiting and managing web developers and digital marketers [Including remote workforce and freelancers]

- Experience in leading project management tools such as Basecamp, Asana, Slack & Jira

- Experience and knowledge of running digital agencies and projects for maximum client satisfaction.

- Understanding & practical experience of using of leading industry software including SEMRush, BrightLocal, AgencyAnalytics, LinkAssistant, Hootsuite etc,


Certifications:
AdWords Search Certification
AdWords Mobile Certification
Google Analytics Individual Qualification
HubSpot Inbound Certification

Favorite Tools
Google Analytics
SEMRush
Agency Analytics
BrightLocal
SEO Powersuite
Screaming Frog",2.964383561643836,Sr. Paid Media Specialist,Media & News,,
speaker_203,https://media-exp1.licdn.com/dms/image/C4E03AQGFZA80Lm-5WA/profile-displayphoto-shrink_200_200/0/1586227332428?e=1652918400&v=beta&t=XB375O39_p-j613RzWCXwytiGUfKWyeJ342LLuhqh0E,Amelia Berger,Press Advance Coordinator at The White House,Press Advance Coordinator at The White House,,2.3835616438356166,Press Advance Coordinator,Media & News,,
speaker_204,https://media-exp1.licdn.com/dms/image/C4D03AQG9_bEuB_pJjQ/profile-displayphoto-shrink_200_200/0/1635123137538?e=2147483647&v=beta&t=vNBBxoi4nFOIYsE0HS8WvnLXhqdsqq3RBnJEp5-UCWs,Aaron Blackwell,"Manager, Media Platforms & Operations at Merkle","Manager, Media Platforms & Operations at Merkle","I love being the teammate people can rely on.
The rapidly-changing digital media field has allowed me to fulfill my zeal for learning and to sharpen project management, innovation, customer service, troubleshooting, and inventory monetization skills.",1.7123287671232876,"Manager, Media Platforms & Operations",Media & News,,
speaker_205,https://media-exp1.licdn.com/dms/image/C4D03AQEJILkLq_6v4w/profile-displayphoto-shrink_200_200/0/1612816025134?e=1652918400&v=beta&t=TgUa3JvR8FHCsxRaU7nghy0gGHhqPlZaDhHFCrNpBzU,Andrew J. Bernstein,Senior Director in Charge of Paid Media at InGoodTaste,"Senior Marketing Team Leader, Communications and Media Professional","I elevate unique stories and key messages for leading brands in the cycling, outdoor, and tech spaces. 

My current primary clients are: Rapha, Wahoo Fitness, The Pro's Closet, Supersapiens (in partnership with Abbott), and TrainingPeaks. 

My career has allowed me to develop and expand an extensive marketing and communications skillset, and gain experience in the ever-evolving world of PR and multichannel/omnichannel marketing. 

I've been a reporter, writer, editor, marketer, sales person, and agency director. I've also been able to volunteer my time with a number of organizations that align with my personal values. I'm an elite athlete (currently disabled), and an event director. 

Also: I once had a summer job as a pirate.",3.0493150684931507,Senior Director in Charge of Paid Media,Media & News,,
speaker_206,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,"Allison Ehrhart, MBA","Media Planning Lead, EMEA at Dyson",EMEA Media Planning Lead @ dyson | MBA Northeastern University |  Connecting Consumers & Brands | Proving Marketing & Media Effectiveness | Results-oriented strategic thinker,"A motivated and strategically minded media professional with 7+ years of experience in media & marketing and an additional 3+ years of experience in communications and client service. I have a passion for building brands, staying in touch with consumer desires, and driving business growth through a data-driven approach.

• Google Ads Video Certification
• Google Ads Display Certification
• Google Shopping Ads Certification
• Snapchat Ads Manager Certification
• Campaign Manager Certification
• DV360 Certification 

To date I've worked closely with brands and clients in the CPG and FMCG categories. I’ve also been a  member of various new business pitch teams, contributing audience research and analysis, social listening, and broad strategic insight.

Proven experience & strengths:

• Building relationships with clients and partners at all levels
• Global account management
• Brand & communications strategy
• Media planning & buying - online and offline
• Development of content partnerships

Away from work I enjoy cooking, Peloton, yoga, exploring the world with my dog Pepper, listening to podcasts and audiobooks, staying up to date on pop culture and trends, and traveling. Ask me about my favorite newsletters!",2.3013698630136985,"Media Planning Lead, EMEA",Media & News,,
speaker_207,https://static-exp1.licdn.com/sc/h/244xhbkr7g40x6bsu4gi6q4ry,Aaliyah Farris,Social Media Manager at LIMEAID,Media Production Student at UNC Chapel Hill,"Senior honors student and communications major at UNC Chapel Hill, interested in advertising and media production. I really enjoy editing, sound design, staging, and directing. I have experience with adobe premiere pro, professional cameras, and other filming equipment.",3.1315068493150684,Social Media Manager,Media & News,,
